1	0	0	2	1	200	160	180	True
3	0	0	6	5	1000	800	1000	True
5	0	0	10	9	1895	1516	1850	True
6	0	0	11	12	8800	7040	7300	True
8	0	0	16	15	300	240	265	True
9	0	0	18	17	125	100	120	True
10	0	0	19	20	8900	7120	6000	False
11	0	0	22	21	75	60	60	True
12	0	0	24	23	9000	7200	8000	True
13	0	0	26	25	2599	2079	2350	True
14	0	0	28	27	600	480	500	False
15	0	0	30	29	800	640	840	True
16	0	0	32	31	2834	2267	2600	True
17	0	0	34	33	175	140	150	True
18	0	0	36	35	15	12	15	True
